master_id,region,region_number,region_name,region_prefectures,site_name,site_name_dup_fix,site_name_period_mean,site_name_period_mean_round,site_occurances,site_period_occurances,location,specimin_number,sex,sex_unified,age_range,age_min,age_max,age_min_noxon,age_max_noxon,over_5_values,percentage_value_5_19,output_values_5_19,range_value_5_under,output_values_0_5,age_mean,culture_area,period,period_start,period_end,period_range,calBPmax,calBPmin,period_eng,period_min,period_max,period_numeric,period_min_kudo,period_max_kudo,period_min_noxon,period_max_noxon,period_min_neg_noxon,period_max_neg_noxon,period_mean_noxon,period_mean_round_noxon,burial_posture_1,burial_posture_2,cephalic_direction,burial_shape_1,burial_shape_2,burial_postition_location,upper_construction,lower_construction,burial_type,dental_equation,personal_accessories-_contents_location,grave_good_number_of,red_pigment_application_location,bone_lesions_presence_location_description,"injuries_sustained_during_life_presence,_location_description",frontal_suture,interparietal_bone_inca,right_lamboidal_sutural_ossicles,left_lamboidal_sutural_ossicles,right_zygomatic_horizontal_suture_remaining,left_zygomatic_horizontal_suture_remaining,right_supraorbital_foramen,left_supraorbital_foramen,right_condyloid_canal,left_condyloid_canal,right_hypoglossal_canal_bisects,left_hypoglossal_canal_bisects,right_parietal _foramen,left_parietal_foramen,references
1530,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,４号ー２（２６４ＩＩ）,女性,F,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,複葬(multiple burial),合葬(collective burial),不明,確認できます,不明,,////////XXOOPXMX : XMMXOOX//IOOXMMM,,,なし,確認できます,確認できます,なし,不明,不明,あり,不明,不明,なし,不明,不明,不明,不明,不明,不明,あり,清野　謙次１９６９
1531,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,５号（２６５）,女性,F,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,複葬(multiple burial),単独葬(individual burial),不明,確認できます,不明,,上顎なし　：下顎なし,,,なし,確認できます,確認できます,なし,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1532,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,６号（２６６）,男性,M,老年期(60-),60,70,60,70,1,0,0,0,0,65,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),E,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,上顎なし　：下顎なし,,,なし,確認できます,確認できます,なし,なし,なし,あり,不明,不明,不明,なし,不明,不明,不明,不明,なし,なし,清野　謙次１９６９
1533,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,７号（２６７）,子供で不明,U,乳児期(~2),0,2,0,2,0,0,0,1,1,1,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,不明,単独葬(individual burial),不明,確認できます,土器棺墓,,,,,なし,確認できます,確認できます,,,,,,,,,,,,,,,清野　謙次１９６９
1534,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,８号（２６８）,子供で不明,U,幼児期(2-5),2,5,2,5,0.25,0.25,0.25,1,1,3.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1535,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,９号（２６９）１０号（２７０）,女性,F,老年期(60-),60,70,60,70,1,0,0,0,0,65,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,不明,不明,不明,確認できます,不明,,,,,なし,確認できます,確認できます,,,,,,,,,,,,,,,清野　謙次１９６９
1536,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１０号（２７０）,子供で不明,U,小児期(6-12),6,12,6,12,1,1,1,0,0,9,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1537,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１１号（２７１）,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,配石,不明,配石墓(burial with stone alignments),上顎なし：XMMPPCOO/////XMM,,,なし,確認できます,確認できます,不明,なし,不明,なし,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1538,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１２号（２７２）,女性,F,青年期(17-20),17,20,17,20,1,0.75,0.75,0,0,18.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,上顎なし　：下顎なし,,,なし,確認できます,確認できます,なし,なし,なし,あり,不明,不明,あり,あり,不明,不明,不明,不明,なし,なし,清野　謙次１９６９
1539,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１３号（２７３）,男性,M,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,MMMPPOIIII////// : MMMXPCOOOOCPPMMM,,,なし,確認できます,確認できます,なし,なし,あり,あり,不明,なし,あり,不明,不明,不明,不明,不明,なし,なし,清野　謙次１９６９
1540,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１４号（２７４）,子供で不明,U,小児期(6-12),6,12,6,12,1,1,1,0,0,9,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,なし,なし,なし,なし,不明,不明,なし,なし,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1541,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１５号（２７５）,子供で不明,U,乳児期(~2),0,2,0,2,0,0,0,1,1,1,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1542,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１６号（２７６）,子供で不明,U,幼児期(2-5),2,5,2,5,0.25,0.25,0.25,1,1,3.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,下臥右側,屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,頭部,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1543,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１７号（２７７）,女性,F,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,<<<<<<IIXXOOPM<< : MMNMPPXOOOOCP#<<,,,なし,左右 脛骨 腓骨　遠位端に骨膜炎あり　リウマチか？,確認できます,なし,なし,なし,あり,なし,不明,なし,なし,不明,あり,なし,なし,あり,なし,清野　謙次１９６９
1544,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１８号（２７８）,子供で不明,U,新生児期(neonatal),0,0,0,0,0,0,0,1,1,0,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,単葬(single burial),単独葬(individual burial),不明,確認できます,土器棺墓,,,,,不明,確認できます,確認できます,,,,,,,,,,,,,,,清野　謙次１９６９
1545,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,１９号（２７９）,女性,F,老年期(60-),60,70,60,70,1,0,0,0,0,65,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,座葬(seated burial),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,<<<<<<<<<<<<<<< : <<<<<<<<<<<<<<<<,,,不明,確認できます,確認できます,あり,なし,あり,あり,あり,あり,なし,なし,不明,不明,なし,なし,あり,あり,清野　謙次１９６９
1546,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２０号（２８０）,男性,M,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,座葬(seated burial),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,//MPXOIIIOPPMXM : /MMXPCOOOOCPPMMM,,,なし,確認できます,確認できます,なし,なし,あり,あり,なし,不明,あり,なし,不明,不明,不明,不明,なし,なし,清野　謙次１９６９
1547,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２１号（２８１）,女性,F,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,上顎なし　：下顎なし,,,なし,確認できます,確認できます,なし,なし,あり,あり,不明,不明,あり,なし,不明,不明,不明,あり,不明,不明,清野　謙次１９６９
1548,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２２号（２８２）,子供で不明,U,幼児期(2-5),2,5,2,5,0.25,0.25,0.25,1,1,3.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1549,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２３号（２８３）,女性,F,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),合葬(collective burial),不明,確認できます,不明,,上顎なし　：M##<<<<<<<<XXX//,,,なし,確認できます,確認できます,不明,なし,あり,あり,不明,不明,不明,不明,不明,不明,不明,不明,なし,あり,清野　謙次１９６９
1550,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２４号（２８４）,子供で不明,U,乳児期(~2),0,2,0,2,0,0,0,1,1,1,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,単葬(single burial),合葬(collective burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1551,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２５号（２８５）,子供で不明,U,小児期(6-12),6,12,6,12,1,1,1,0,0,9,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,*MMXXXXX///////// : XMXXXXXXXXXX*MM*,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1552,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２６号（２８６）,遺存状態不良で不明,U,幼児期(2-5),2,5,2,5,0.25,0.25,0.25,1,1,3.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1553,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２７号（２８７）,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,座葬(seated burial),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,<<<XXOXIXXOPX<<< : MMMPPOXOOIOPPMMM,,,なし,確認できます,確認できます,なし,なし,なし,なし,あり,あり,あり,なし,あり,あり,なし,なし,あり,あり,清野　謙次１９６９
1554,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２８号（２８８）,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),合葬(collective burial),不明,確認できます,不明,,上顎なし　：/MM##<OOOOCXPMMM,,,なし,確認できます,確認できます,なし,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1555,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,２９号,子供で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,単葬(single burial),合葬(collective burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,,,,,,,,,,,,,,,清野　謙次１９６９
1556,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,３０号,不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,３１号（２９１）,子供で不明,U,乳児期(~2),0,2,0,2,0,0,0,1,1,1,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,上顎なし　：下顎なし,,,なし,確認できます,確認できます,なし,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1558,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,３２号（３９２）,子供で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,不明,単独葬(individual burial),不明,確認できます,土器棺墓,,,,,なし,確認できます,確認できます,,,,,,,,,,,,,,,清野　謙次１９６９
1559,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,３３号（２９３）,女性,F,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1560,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,３４号（２９４）,子供で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,不明,不明,,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,清野　謙次１９６９
1561,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,３５号,女性,F,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,,,,,,,,,,,,,,,清野　謙次１９６９
1562,"6: 東海 - Tokai : 静岡・愛知 : Shizuoka, Aichi",6,Tokai,"Fukuoka, Oita, Saga, Nagasaki, Kumamoto, Miyazaki, Kagoshima",吉胡貝塚,吉胡貝塚,吉胡貝塚-2715,吉胡貝塚-2715,350,350,,３６号（２９６）,女性,F,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第六地域（東海）,晩期(Final),Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,Final,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,仰臥(supine),屈葬(crouched burial),,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,///<<<<<<<////// : //<<#<<<<<<<<<<<,,,なし,確認できます,確認できます,なし,なし,あり,あり,あり,不明,あり,なし,不明,不明,なし,不明,あり,あり,清野　謙次１９６９
