PostholeID,PithouseID,Original_ID,Added_ID,Adapted_ID,Diameter,Major,Minor,Depth,Scale1m,D_Measure,D_Scaled,FlrLvlDep,FlrLvlDepScale,PostType,D_Ref,Notes
PH257-1033-1-1004,P257-1033-1,P4,,P4,,,,0.43,1.65,0.3,0.1818181818,,0,p,70,
PH257-1033-1-1005,P257-1033-1,P5,,P5,,,,0.32,1.65,0.52,0.3151515152,,0,p,70,
PH257-1034-1-1001,P257-1034-1,P1,,P1,,,,0.46,1.65,0.29,0.1757575758,uk,#VALUE!,p,71,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1034-1-1002,P257-1034-1,P2,,P2,,,,0.5,1.65,0.29,0.1757575758,uk,#VALUE!,p,71,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1034-1-1003,P257-1034-1,P3,,P3,,,,0.52,1.65,0.36,0.2181818182,uk,#VALUE!,p,71,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1034-1-1004,P257-1034-1,P4,,P4,,,,0.54,1.65,0.41,0.2484848485,uk,#VALUE!,p,71,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1034-1-1005,P257-1034-1,P5,,P5,,,,0.32,1.65,0.22,0.1333333333,uk,#VALUE!,p,71,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1035-1-1001,P257-1035-1,P1,,P1,,,,0.83,1.65,0.52,0.3151515152,uk,#VALUE!,p,72,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1035-1-1002,P257-1035-1,P2,,P2,,,,0.7,1.65,0.34,0.2060606061,uk,#VALUE!,p,72,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1035-1-1003,P257-1035-1,P3,,P3,,,,0.68,1.65,0.36,0.2181818182,uk,#VALUE!,p,72,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1035-1-1004,P257-1035-1,P4,,P4,,,,0.46,1.65,0.47,0.2848484848,uk,#VALUE!,p,72,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1035-1-1005,P257-1035-1,P5,,P5,,,,0.55,1.65,0.28,0.1696969697,uk,#VALUE!,p,72,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1035-1-1006,P257-1035-1,P6,,P6,,,,0.62,1.65,0.44,0.2666666667,uk,#VALUE!,p,72,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1037-1-1005,P257-1037-1,P5,,P5,,,,0.52,1.65,0.3,0.1818181818,,0,p,74,
PH257-1037-1-1006,P257-1037-1,P6,,P6,,,,0.43,1.65,0.27,0.1636363636,,0,p,74,
PH257-1037-1-1003,P257-1037-1,P3,,P3,,,,0.84,1.65,0.27,0.1636363636,,0,p,74,
PH257-1037-1-1004,P257-1037-1,P4,,P4,,,,0.77,1.65,0.18,0.1090909091,,0,p,74,
PH257-1037-2-1001,P257-1037-2,P1,,P1,,,,0.74,1.65,0.29,0.1757575758,,0,p,74,
PH257-1037-2-1002,P257-1037-2,P2,,P2,,,,0.64,1.65,0.37,0.2242424242,,0,p,74,
PH257-1037-2-1003,P257-1037-2,P3,,P3,,,,0.84,1.65,0.27,0.1636363636,,0,p,74,
PH257-1037-2-1004,P257-1037-2,P4,,P4,,,,0.77,1.65,0.18,0.1090909091,,0,p,74,
PH257-1039-1-1001,P257-1039-1,P1,,P1,,,,0.21,1.65,0.14,0.08484848485,uk,#VALUE!,p,76,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Other postholes present with similar diameters, but unable to determine if associated with dwelling."
PH257-1039-1-1002,P257-1039-1,P2,,P2,,,,0.6,1.65,0.14,0.08484848485,uk,#VALUE!,p,76,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Other postholes present with similar diameters, but unable to determine if associated with dwelling."
PH257-1039-1-1003,P257-1039-1,P3,,P3,,,,0.46,1.65,0.15,0.09090909091,uk,#VALUE!,p,76,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Other postholes present with similar diameters, but unable to determine if associated with dwelling."
PH257-1039-1-1004,P257-1039-1,P4,,P4,,,,0.27,1.65,0.13,0.07878787879,uk,#VALUE!,p,76,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Other postholes present with similar diameters, but unable to determine if associated with dwelling."
PH257-1040-1-1001,P257-1040-1,P1,,P1,,,,0.63,1.65,0.33,0.2,uk,#VALUE!,p,77,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1040-1-1002,P257-1040-1,P2,,P2,,,,0.62,1.65,0.31,0.1878787879,uk,#VALUE!,p,77,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Overlapping postholes. Numbering seems to indicate posthole closest to center is P2."
PH257-1040-1-1003,P257-1040-1,P3,,P3,,,,0.48,1.65,0.24,0.1454545455,uk,#VALUE!,p,77,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1040-1-1004,P257-1040-1,P4,,P4,,,,0.38,1.65,0.23,0.1393939394,uk,#VALUE!,p,77,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1041-1-1001,P257-1041-1,P1,,P1,,,,0.9,1.64,0.31,0.1890243902,,0,p,78,
PH257-1041-1-1002,P257-1041-1,P2,,P2,,,,0.87,1.64,0.32,0.1951219512,,0,p,78,"Concentric rings on drawing, innermost circle measured."
PH257-1041-1-1003,P257-1041-1,P3,,P3,,,,0.65,1.64,0.34,0.2073170732,,0,p,78,"Concentric rings on drawing, innermost circle measured."
PH257-1041-1-1004,P257-1041-1,P4,,P4,,,,0.88,1.64,0.33,0.2012195122,,0,p,78,"Concentric rings on drawing, innermost circle measured."
PH257-1042-1-1001,P257-1042-1,P1,,P1,,,,0.25,1.66,0.08,0.04819277108,uk,#VALUE!,p,79,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Postholes not identified as main postholes, but no others present and configuration matches either a main 5 or an offset circumference arrangement."
PH257-1042-1-1002,P257-1042-1,P2,,P2,,,,0.39,1.66,0.08,0.04819277108,uk,#VALUE!,p,79,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Postholes not identified as main postholes, but no others present and configuration matches either a main 5 or an offset circumference arrangement."
PH257-1042-1-1003,P257-1042-1,P3,,P3,,,,0.26,1.66,0.06,0.03614457831,uk,#VALUE!,p,79,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Postholes not identified as main postholes, but no others present and configuration matches either a main 5 or an offset circumference arrangement."
PH257-1042-1-1004,P257-1042-1,P4,,P4,,,,0.25,1.66,0.12,0.07228915663,uk,#VALUE!,p,79,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Postholes not identified as main postholes, but no others present and configuration matches either a main 5 or an offset circumference arrangement."
PH257-1042-1-1005,P257-1042-1,P5,,P5,,,,0.26,1.66,0.14,0.0843373494,uk,#VALUE!,p,79,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Postholes not identified as main postholes, but no others present and configuration matches either a main 5 or an offset circumference arrangement."
PH257-1043-1-1001,P257-1043-1,P1,,P1,,,,0.45,1.65,0.16,0.09696969697,,0,p,80,
PH257-1043-1-1002,P257-1043-1,P2,,P2,,,,0.3,1.65,0.11,0.06666666667,,0,p,80,
PH257-1043-1-1003,P257-1043-1,P3,,P3,,,,0.4,1.65,0.06,0.03636363636,,0,p,80,
PH257-1043-1-1004,P257-1043-1,P4,,P4,,,,0.26,1.65,0.15,0.09090909091,,0,p,80,
PH257-1043-1-1005,P257-1043-1,P5,,P5,,,,0.44,1.65,0.23,0.1393939394,,0,p,80,
PH257-1044-1-1001,P257-1044-1,P1,,P1,,,,0.19,1.65,0.18,0.1090909091,,0,p,81,Overlapping postholes. Posthole measured is the one cut into by P5
PH257-1044-1-1002,P257-1044-1,P2,,P2,,,,0.25,1.65,0.2,0.1212121212,,0,p,81,
PH257-1044-1-1003,P257-1044-1,P3,,P3,,,,0.55,1.65,0.2,0.1212121212,,0,p,81,
PH257-1044-1-1004,P257-1044-1,P4,,P4,,,,0.35,1.65,0.26,0.1575757576,,0,p,81,
PH257-1044-2-1005,P257-1044-2,P5,,P5,,,,0.65,1.65,0.34,0.2060606061,,0,p,81,
PH257-1044-2-1006,P257-1044-2,P6,,P6,,,,0.67,1.65,0.26,0.1575757576,,0,p,81,
PH257-1044-2-1007,P257-1044-2,P7,,P7,,,,0.98,1.65,0.27,0.1636363636,,0,p,81,
PH257-1044-2-1008,P257-1044-2,P8,,P8,,,,0.5,1.65,0.32,0.1939393939,,0,p,81,
PH257-1044-2-1009,P257-1044-2,P9,,P9,,,,0.84,1.65,0.2,0.1212121212,,0,p,81,
PH257-1044-2-1010,P257-1044-2,P10,,P10,,,,0.77,1.65,,0,,0,p,81,P10 not identified on drawing
PH257-1045-1-1001,P257-1045-1,P1,,P1,,,,0.55,1.64,0.35,0.2134146341,,0,p,82,
PH257-1045-1-1002,P257-1045-1,P2,,P2,,,,0.75,1.64,0.22,0.1341463415,,0,p,82,
PH257-1045-1-1003,P257-1045-1,P3,,P3,,,,0.6,1.64,0.24,0.1463414634,,0,p,82,
PH257-1045-1-1004,P257-1045-1,P4,,P4,,,,0.61,1.64,0.25,0.1524390244,,0,p,82,
PH257-1045-2-1005,P257-1045-2,P5,,P5,,,,0.65,1.64,0.32,0.1951219512,,0,p,82,
PH257-1045-2-1006,P257-1045-2,P6,,P6,,,,0.9,1.64,0.3,0.1829268293,,0,p,82,
PH257-1045-2-1007,P257-1045-2,P7,,P7,,,,0.95,1.64,0.22,0.1341463415,,0,p,82,
PH257-1045-2-1008,P257-1045-2,P8,,P8,,,,0.8,1.64,0.28,0.1707317073,,0,p,82,
PH257-1045-2-1009,P257-1045-2,P9,,P9,,,,0.41,1.64,0.31,0.1890243902,,0,p,82,"P9 and P10 not identified as main postholes, however, from the drawing they are clearly positioned correctly for an offset circumference arrangement."
PH257-1045-2-1010,P257-1045-2,P10,,P10,,,,,1.64,0.31,0.1890243902,,0,p,82,"P9 and P10 not identified as main postholes, however, from the drawing they are clearly positioned correctly for an offset circumference arrangement. Depth of P10 not given."
PH257-1046-1-1001,P257-1046-1,P1,,P1,,,,0.65,1.64,0.25,0.1524390244,,0,p,83,"Overlapping holes, innermost measured."
PH257-1046-1-1002,P257-1046-1,P2,,P2,,,,0.68,1.64,0.24,0.1463414634,,0,p,83,
PH257-1046-1-1003,P257-1046-1,P3,,P3,,,,0.54,1.64,0.21,0.1280487805,,0,p,83,
PH257-1046-1-1004,P257-1046-1,P4,,P4,,,,0.27,1.64,0.32,0.1951219512,,0,p,83,
PH257-1047-1-1001,P257-1047-1,P1,,P1,,,,0.83,1.64,0.46,0.2804878049,uk,#VALUE!,p,84,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Overlapping holes, measured innermost"
PH257-1047-1-1002,P257-1047-1,P2,,P2,,,,0.82,1.64,0.36,0.2195121951,uk,#VALUE!,p,84,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1047-1-1003,P257-1047-1,P3,,P3,,,,0.6,1.64,0.51,0.3109756098,uk,#VALUE!,p,84,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1047-1-1004,P257-1047-1,P4,,P4,,,,0.75,1.64,0.42,0.256097561,uk,#VALUE!,p,84,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Overlapping holes, measured innermost"
PH257-1047-1-1005,P257-1047-1,P5,,P5,,,,0.68,1.64,0.26,0.1585365854,uk,#VALUE!,p,84,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1048-1-1001,P257-1048-1,P1,,P1,,,,0.62,1.65,0.14,0.08484848485,uk,#VALUE!,p,85,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1048-1-1002,P257-1048-1,P2,,P2,,,,0.29,1.65,0.25,0.1515151515,uk,#VALUE!,p,85,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1048-1-1003,P257-1048-1,P3,,P3,,,,0.47,1.65,0.19,0.1151515152,uk,#VALUE!,p,85,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1048-1-1004,P257-1048-1,P4,,P4,,,,0.55,1.65,0.17,0.103030303,uk,#VALUE!,p,85,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1049-1-1001,P257-1049-1,P1,,P1,,,,0.5,1.64,0.39,0.237804878,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1049-1-1002,P257-1049-1,P2,,P2,,,,0.5,1.64,0.36,0.2195121951,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1049-1-1003,P257-1049-1,P3,,P3,,,,0.44,1.64,0.45,0.2743902439,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1049-1-1004,P257-1049-1,P4,,P4,,,,,1.64,0.27,0.1646341463,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Overlapping holes. Posthole closest to number 4 measured."
PH257-1049-2-1005,P257-1049-2,P5,,P5,,,,0.7,1.64,0.4,0.243902439,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Overlapping holes, newest measured."
PH257-1049-2-1006,P257-1049-2,P6,,P6,,,,0.65,1.64,0.44,0.2682926829,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1049-2-1007,P257-1049-2,P7,,P7,,,,0.5,1.64,0.4,0.243902439,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1049-2-1008,P257-1049-2,P8,,P8,,,,0.74,1.64,0.35,0.2134146341,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1049-2-1009,P257-1049-2,P9,,P9,,,,0.95,1.64,0.43,0.262195122,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1049-2-1010,P257-1049-2,P10,,P10,,,,0.82,1.64,0.38,0.2317073171,uk,#VALUE!,p,86,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used. Overlapping holes. Posthole closest to number 10 measured."
PH257-1050-1-1001,P257-1050-1,P1,,P1,,,,0.97,1.64,0.25,0.1524390244,,0,p,87,
PH257-1050-1-1002,P257-1050-1,P2,,P2,,,,0.66,1.64,0.3,0.1829268293,,0,p,87,
PH257-1050-1-1003,P257-1050-1,P3,,P3,,,,0.9,1.64,0.33,0.2012195122,,0,p,87,
PH257-1050-1-1004,P257-1050-1,P4,,P4,,,,0.65,1.64,0.33,0.2012195122,,0,p,87,
PH257-1050-1-1005,P257-1050-1,P5,,P5,,,,0.96,1.64,0.32,0.1951219512,,0,p,87,
PH257-1052-1-1001,P257-1052-1,P1,,P1,,,,0.75,1.65,0.3,0.1818181818,uk,#VALUE!,p,88,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1052-1-1002,P257-1052-1,P2,,P2,,,,0.9,1.65,0.49,0.296969697,uk,#VALUE!,p,88,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1052-1-1003,P257-1052-1,P3,,P3,,,,0.7,1.65,0.37,0.2242424242,uk,#VALUE!,p,88,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1052-1-1004,P257-1052-1,P4,,P4,,,,0.5,1.65,0.24,0.1454545455,uk,#VALUE!,p,88,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1052-2-1003,P257-1052-2,P3,,P3,,,,0.7,1.65,0.37,0.2242424242,uk,#VALUE!,p,88,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1052-2-1004,P257-1052-2,P4,,P4,,,,0.5,1.65,0.24,0.1454545455,uk,#VALUE!,p,88,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1052-2-1005,P257-1052-2,P5,,P5,,,,0.9,1.65,0.29,0.1757575758,uk,#VALUE!,p,88,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1052-2-1006,P257-1052-2,P6,,P6,,,,1,1.65,0.37,0.2242424242,uk,#VALUE!,p,88,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1053-1-1001,P257-1053-1,P1,,P1,,,,0.9,1.65,0.49,0.296969697,,0,p,89,
PH257-1053-1-1002,P257-1053-1,P2,,P2,,,,0.83,1.65,0.27,0.1636363636,,0,p,89,"Overlapping holes, innermost measured."
PH257-1053-1-1003,P257-1053-1,P3,,P3,,,,0.7,1.65,0.37,0.2242424242,,0,p,89,"Overlapping holes, innermost measured."
PH257-1053-1-1004,P257-1053-1,P4,,P4,,,,0.4,1.65,0.39,0.2363636364,1.42,0.8606060606,p,89,"Posthole measured to top of current floor level, but estimated floor height provided. "
PH257-1054-1-1001,P257-1054-1,P1,,P1,,,,0.73,1.65,0.31,0.1878787879,uk,#VALUE!,p,90,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1054-1-1002,P257-1054-1,P2,,P2,,,,0.6,1.65,0.39,0.2363636364,uk,#VALUE!,p,90,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH257-1054-1-1003,P257-1054-1,P3,,P3,,,,0.5,1.65,0.33,0.2,uk,#VALUE!,p,90,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH259-1003-1-1001,P259-1003-1,P1,,P1,,,,0.71,1.65,0.21,0.1272727273,,0,p,10,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1003-1-1002,P259-1003-1,P2,,P2,,,,0.68,1.65,0.28,0.1696969697,,0,p,10,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1003-1-1003,P259-1003-1,P3,,P3,,,,0.74,1.65,0.29,0.1757575758,,0,p,10,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1003-1-1004,P259-1003-1,P4,,P4,,,,0.69,1.65,0.28,0.1696969697,,0,p,10,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-1-1017,P259-1004-1,P17,,P17,,,,1.04,1.63,0.44,0.2699386503,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-1-1002,P259-1004-1,P2,,P2,,,,0.79,1.63,0.53,0.3251533742,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-1-1005,P259-1004-1,P5,,P5,,,,0.89,1.63,0.44,0.2699386503,,0,p,11,"Overlapping postholes, most recent measured. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH259-1004-1-1011,P259-1004-1,P11,,P11,,,,0.7,1.63,0.42,0.2576687117,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-2-1015,P259-1004-2,P15,,P15,,,,0.87,1.63,0.35,0.2147239264,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-2-1019,P259-1004-2,P19,,P19,,,,0.79,1.63,0.41,0.2515337423,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-2-1020,P259-1004-2,P20,,P20,,,,0.61,1.63,0.45,0.2760736196,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-2-1021,P259-1004-2,P21,,P21,,,,0.82,1.63,0.45,0.2760736196,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-2-1022,P259-1004-2,P22,,P22,,,,0.66,1.63,0.41,0.2515337423,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-3-1001,P259-1004-3,P1,,P1,,,,,1.63,,0,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-3-1003,P259-1004-3,P3,,P3,,,,0.96,1.63,0.71,0.4355828221,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-3-1007,P259-1004-3,P7,,P7,,,,,1.63,,0,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-3-1014,P259-1004-3,P14,,P14,,,,,1.63,,0,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-3-1016,P259-1004-3,P16,,P16,,,,,1.63,,0,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-4-1001,P259-1004-4,P1,,P1,,,,,1.63,,0,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-4-1003,P259-1004-4,P3,,P3,,,,0.96,1.63,0.71,0.4355828221,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-4-1006,P259-1004-4,P6,,P6,,,,,1.63,,0,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-4-1009,P259-1004-4,P9,,P9,,,,,1.63,,0,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-4-1014,P259-1004-4,P14,,P14,,,,,1.63,,0,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1004-4-1016,P259-1004-4,P16,,P16,,,,,1.63,,0,,0,p,11,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1005-1-1001,P259-1005-1,P1,,P1,,,,0.76,1.64,0.21,0.1280487805,,0,p,12,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1005-1-1002,P259-1005-1,P2,,P2,,,,0.61,1.64,0.31,0.1890243902,,0,p,12,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1005-1-1003,P259-1005-1,P3,,P3,,,,0.68,1.64,0.26,0.1585365854,,0,p,12,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1005-1-1004,P259-1005-1,P4,,P4,,,,0.76,1.64,0.29,0.1768292683,,0,p,12,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1009-1-1012,P259-1009-1,P12,,P12,,,,0.77,1.66,0.41,0.2469879518,,0,p,13,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1009-1-1013,P259-1009-1,P13,,P13,,,,0.63,1.66,0.27,0.1626506024,,0,p,13,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1009-1-1014,P259-1009-1,P14,,P14,,,,0.71,1.66,0.28,0.1686746988,,0,p,13,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1011-1-1001,P259-1011-1,P1,,P1,,,,0.77,1.66,0.33,0.1987951807,,0,p,15,"Scale bar set at 2 and 4m. 2m line measured and divided in half. Two possible postholes for P1, posthole with depth of 77cm used instead of depth of 96cm. Probable sign of repair/rebuilding."
PH259-1011-1-1002,P259-1011-1,P2,,P2,,,,0.68,1.66,0.31,0.186746988,,0,p,15,Scale bar set at 2 and 4m. 2m line measured and divided in half.
