PithouseID,OriginalID,SiteID,PitNum,BuildNum,Length,Width,RecFloor,ShapeFormula,Shape,PillarPosition,PillarConfig,Rebuild,PubPeriod,PhaseStart,PhaseEnd,PhaseStartRom,PhaseEndRom,TotalPhaseRom,NumPhaseStart,NumPhaseEnd,NumPhaseMed,topo_after1,topo_after2,topo_after3,topo_after4,topo_after5,topo_after6,topo_after7,topo_after8,topo_after9,topo_after10,topo_after11,topo_after12,topo_after13,Reference,PostDataUsed,Notes,TopologyNotes
P266-1004-1,4号住居跡,S266,1004,1,4.9,3.7,,oval,不整楕円形,Main,5,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,Southern section of wall missing. Slight slope but unable to determine if this specifically affected the posthole depth.,
P266-1005-1,5号住居跡,S266,1005,1,3.7,3.5,,oval,不整楕円形,Main,5?,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,"Missing southwest posrtion of wall. A pipe from new construction intruded into the dwelling in the same general location. Although not specificed in the report, the dwelling layout appears to be consistent with a five post dwelling. ",
P266-1006-1,6号住居跡,S266,1006,1,6.25,5.45,,oval,円形に近い楕円形,MainWall,6?,2,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,no,"Other than P5, the main postholes of P266-1006-1 are paired locations suggesting rebuilding. Only one wall feature is present, but post locations sugggest a similar size. Reported didn't indicate which posts were associated with which building phases, so posthole information is omitted.",
P266-1006-2,6号住居跡,S266,1006,2,6.25,5.45,,oval,円形に近い楕円形,MainWall,6?,2,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,P266-1006-1,,,,,,,,,,,,,46,no,"Other than P5, the main postholes of P266-1006-1 are paired locations suggesting rebuilding. Only one wall feature is present, but post locations sugggest a similar size. Reported didn't indicate which posts were associated with which building phases, so posthole information is omitted.",P266-1006-1 appears to have been rebuilt in the same location. 
P266-1007-1,7号住居跡,S266,1007,1,7.65,5.15,,oval,楕円形,Main,9,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,,
P266-1008-1,8号住居跡,S266,1008,1,3.6,3,,oval,円形,Main,4,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,SE portion of wall missing.,
P266-1012-1,12号住居跡,S266,1012,1,4.1,3.55,,oval,不整楕円形,Pit,0,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,no,Pit only. Few artifacts from inside and the alignment of the hearth are unusual for the site.,
P266-1013-1,13号住居跡,S266,1013,1,4,3.2,,oval,楕円形,Main,6,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,Only Northern wall and pits remaining.,
P266-1015-1,15号住居跡,S266,1015,1,4.4,4.05,,oval,楕円形,Main,5,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,,
P266-1018-1,18号住居跡,S266,1018,1,3.85,3.35,,oval,楕円形,Main,5,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,,
P266-1023-1,23号住居跡,S266,1023,1,5.3,4.05,,oval,楕円形,Main,uk,uk,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,no,"Modern features cut through the dwelling. A lack of loam sil made detection of postholes difficult. The report indicates 6 main postholes, but the orientation is somewhat irregular and other pit features that have depths consistent with postholes are ignored. Main posthole features is therefore unclear and posthole data is omitted.",
P266-1026-1,26号住居跡,S266,1026,1,5.85,4.75,,oval,楕円形,Main,6,uk,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,Signs of possible repair. Modern features cut into the dwelling. The dwelling itself cuts into Initial Jomon pithouse 30号住居跡. ,
P266-1027-1,27号住居跡,S266,1027,1,uk,4.4,,uk,円形ないし楕円形,Main,5?,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,no,"Eastern side not surveyed, so size of dwelling is unknown. Bamboo roots caused soil disturbances in the eastern portion as well.  No profiles showing slope of dwelling and eastern postholes are significantly more shallow than the western postholes, so posthole data is omitted.",
P266-1028-1,28号住居跡,S266,1028,1,6.2,5.5,,oval,楕円形,Main,9,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,,
P266-1029-1,29号住居跡,S266,1029,1,5.25,4.8,,oval,不整楕円形,Main,4,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,yes,Many areas of disturbed soil. Two large depression on the south side cut into the wall.,
P266-1031-1,31号住居跡,S266,1031,1,uk,3.75,,uk,円形?,Main,uk,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,46,no,Only northern portion of the dwelling remains making it impossible to determine the size of the dwelling. Only two postholes remain. Poor preservation of what remains.,
P266-1009-1,9号住居跡,S266,1009,1,5.1,3,,oval,柄鏡形,Mirror,circ,n,中期後半,中期後半,中期後半,Middle Jomon Latter Half,Middle Jomon Latter Half,Middle Jomon Latter Half~Middle Jomon Latter Half,-4905,-4395,-4650,,,,,,,,,,,,,,46,no,"Depths of postholes provided, but extraneous pits not differentiated from main postholes. Posthole data not used.",
P266-1016-1,16号住居跡,S266,1016,1,uk,uk,,uk,不明,uk,uk,uk,中期後半,中期後半,中期後半,Middle Jomon Latter Half,Middle Jomon Latter Half,Middle Jomon Latter Half~Middle Jomon Latter Half,-4905,-4395,-4650,,,,,,,,,,,,,,46,no,"Dwelling thought to be stone paved structure, but stones are scattered and preservation is very poor. Shape unknown and no postholes present.",
P266-1022-1,22号住居跡,S266,1022,1,uk,3.5,,uk,円形ないし柄鏡形,Mirror,uk,uk,中期後半,中期後半,中期後半,Middle Jomon Latter Half,Middle Jomon Latter Half,Middle Jomon Latter Half~Middle Jomon Latter Half,-4905,-4395,-4650,,,,,,,,,,,,,,46,no,"Western portion of dwelling missing due to disturbances in the woil. Depths of postholes provided, but extraneous pits not differentiated from main postholes and the western portion of postholes missing. Posthole data not used.",
P267-1001-1,1号住居跡,S267,1001,1,4,,,circle,円形,Main,4,n,加曽利E式,加曽利E1式,加曽利E4式,Kasori E1,Kasori E4,Kasori E1~Kasori E4,-4950,-4490,-4720,,,,,,,,,,,,,,47,diameter,Missing small part of western wall. ,
P268-1001-1,1号住居跡,S268,1001,1,3.35,3.1,,oval,円形,Main,4,n,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,48,no,"Posthole configuration unclear and main postholes not identified. Posthole data omitted. Period listed in end summary of sites, only listing First half of Middle Jomon. Pottery types are listed in pithouse descriptions, but not clearly stated. Additional smaller postholes in a line present beneath floor level, not stated, but possibly from a previous simpler style shelter? ",
P268-1002-1,2号住居跡,S268,1002,1,uk,uk,,uk,平面形も確認できない,uk,uk,uk,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,48,no,"Area disturbed, only portion of hearth and artifacts discovered. Floor size and shape unknown. Unable to to determine main postholes, so posthole data omitted. Period listed in end summary of sites, only listing First half of Middle Jomon. Pottery types are listed in pithouse descriptions, but not clearly stated.",
P268-1003-1,3号住居跡,S268,1003,1,4.72,4.5,,oval,円形,Main,5,uk,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,,,,,,,,,,,,,,48,no,"Evidence of rebuilding in 5 of the main six postholes. P1-5 listed as first phase and P1-6 for the second phase. Depths and diameter of first phase unclear as postholes overlap. Period listed in end summary of sites, only listing First half of Middle Jomon. Pottery types are listed in pithouse descriptions, but not clearly stated. 2 additional smaller postholes in a line present beneath floor level, not stated, but possibly from a previous simpler style shelter?",
P268-1003-2,3号住居跡,S268,1003,2,4.72,4.5,,oval,円形,Main,6,uk,中期前半,中期前半,中期前半,Middle Jomon First Half,Middle Jomon First Half,Middle Jomon First Half~Middle Jomon First Half,-5415,-4905,-5160,P268-1003-1,,,,,,,,,,,,,48,yes,"Evidence of rebuilding in 5 of the main six postholes. P1-5 listed as first phase and P1-6 for the second phase. Depths and diameter of first phase unclear as postholes overlap. Period listed in end summary of sites, only listing First half of Middle Jomon. Pottery types are listed in pithouse descriptions, but not clearly stated. 2 additional smaller postholes in a line present beneath floor level, not stated, but possibly from a previous simpler style shelter?",
P269-1008-1,8号住居跡,S269,1008,1,4.2,4.05,10.55,oval,不整円形,MainWall,4,3,勝坂3式,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,49,yes,"Difficult to distinguish which phases had wall posts, but general size seems to be consistent. ","3 phases of building in the same area. P269-1008-1 was built before P269-1008-2, which was built before P269-1008-3."
P269-1008-2,8号住居跡,S269,1008,2,4.2,4.05,10.55,oval,不整円形,MainWall,5,3,勝坂3式,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,49,yes,"Difficult to distinguish which phases had wall posts, but general size seems to be consistent. ","3 phases of building in the same area. P269-1008-1 was built before P269-1008-2, which was built before P269-1008-3."
P269-1008-3,8号住居跡,S269,1008,3,4.2,4.05,10.55,oval,不整円形,MainWall,5,3,勝坂3式,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,49,yes,"Difficult to distinguish which phases had wall posts, but general size seems to be consistent. ","3 phases of building in the same area. P269-1008-1 was built before P269-1008-2, which was built before P269-1008-3."
P269-1012-1,12号住居跡,S269,1012,1,5.8,4.7,18.97,oval,楕円形,uk,uk,uk,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,49,yes,Report unable to determine main postholes. Posthole data not used.,
P269-1013-1,13号住居跡,S269,1013,1,uk,uk,,uk,uk,Main,circ,3,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,49,yes,"P269-1013-1 and subsequent phases unable to a precision beyond Middle Jomon. Outer wall missing, resulting in the lack of a pithouse size estimate. General posthole phases determined. Phase 1 - P1 - P8.","3 building phases, P269-1013-1, P269-1013-2, followed by P269-1013-3."
P269-1013-2,13号住居跡,S269,1013,2,uk,uk,,uk,uk,Main,circ,3,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,49,yes,"P269-1013-1 and subsequent phases unable to a precision beyond Middle Jomon. Outer wall missing, resulting in the lack of a pithouse size estimate. General posthole phases determined. Phase 2 - P1, P2, P7, P9, P10, P17-P21.","3 building phases, P269-1013-1, P269-1013-2, followed by P269-1013-3."
P269-1013-3,13号住居跡,S269,1013,3,uk,uk,,uk,uk,Main,circ,3,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,49,yes,"P269-1013-1 and subsequent phases unable to a precision beyond Middle Jomon. Outer wall missing, resulting in the lack of a pithouse size estimate. General posthole phases determined. Phase 3 - P11 - P16.",
P269-1014-1,14号住居跡,S269,1014,1,5.7,4,14.09,oval,楕円形?,MainWall,5,2,勝坂3式,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,49,diameter,Missing southern wall and postholes. Two building phases P269-1014-2 which is built over P269-1014-1.,Two building phases P269-1014-2 which is built over P269-1014-1.
P269-1014-2,14号住居跡,S269,1014,2,5.7,4,14.09,oval,楕円形?,MainWall,6,2,勝坂3式,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,49,diameter,Missing southern wall and postholes. Two building phases P269-1014-2 which is built over P269-1014-1.,Two building phases P269-1014-2 which is built over P269-1014-1.
P269-1015-1,15号住居跡,S269,1015,1,4.2,2.5,10.89,oval,円形?,MainWall,4,n,勝坂3式,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,P269-1154-1,P269-1143-1,,,,,,,,,,,,49,yes,"Missing southern wall and posts. Complicated topology, from  newest to oldest 16, 17, 15, 143.","Complicated topology, from newest to oldest 16, 17, 15, 143. Wallpost structure P269-1154-1 appears to have been build built before 16, 17, and 143."
P269-1016-1,16号住居跡,S269,1016,1,5.8,5.6,25.62,oval,円形?,MainWall,6?,2?,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P269-1154-1,P269-1143-1,P269-1015-1,P269-1017-1,P269-1017-2,,,,,,,,,49,no,"Missing eastern wall. Report indicates two building phases but doesn't differentiate them. Posthole data not used. Complicated topology, from newest to oldest 16, 17, 15, 143. Wallpost structure P269-1154-1 appears to have been build built before 16, 17, and 143.","Complicated topology, from newest to oldest 16, 17, 15, 143. Wallpost structure P269-1154-1 appears to have been build built before 16, 17, and 143."
P269-1016-2,16号住居跡,S269,1016,2,5.8,5.6,25.62,oval,円形?,MainWall,6?,2?,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P269-1154-1,P269-1143-1,P269-1015-1,P269-1017-1,P269-1017-2,P269-1016-1,,,,,,,,49,no,"Missing eastern wall. Report indicates two building phases but doesn't differentiate them. Posthole data not used. Complicated topology, from newest to oldest 16, 17, 15, 143. Wallpost structure P269-1154-1 appears to have been build built before 16, 17, and 143.","Complicated topology, from newest to oldest 16, 17, 15, 143. Wallpost structure P269-1154-1 appears to have been build built before 16, 17, and 143."
P269-1017-1,17号住居跡,S269,1017,1,uk,uk,uk,oval,円形?,MainWall,5,2,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P269-1154-1,P269-1143-1,P269-1015-1,,,,,,,,,,,49,yes,"Missing walls due to erosion and adjacent buildings. Only one size listed for pithouse, but first phase postholes are interior to second phase, and was most likely smaller. Complicated topology, from newest to oldest 16, 17, 15, 143. Wallpost structure P269-1154-1 appears to have been build built before 16, 17, and 143.","Complicated topology, from newest to oldest 16, 17, 15, 143. Wallpost structure P269-1154-1 appears to have been build built before 16, 17, and 143."
P269-1017-2,17号住居跡,S269,1017,2,5.4,uk,19.72,oval,円形?,MainWall,5,2,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P269-1154-1,P269-1143-1,P269-1015-1,P269-1017-1,,,,,,,,,,49,yes,"Missing walls due to erosion and adjacent buildings. One size measurement based on size at excavation and not original size, so left at uk. Only one size listed for pithouse, but first phase postholes are interior to second phase, and was most likely smaller. Complicated topology, from newest to oldest 16, 17, 15, 143. Wallpost structure P269-1154-1 appears to have been build built before 16, 17, and 143.","Complicated topology, from newest to oldest 16, 17, 15, 143. Wallpost structure P269-1154-1 appears to have been build built before 16, 17, and 143."
P269-1018-1,18号住居跡,S269,1018,1,uk,uk,uk,oval,柄鏡形敷石,Mirror,circ,2,加曽利E4式~称名寺式,加曽利E4式,称名寺式,Kasori E4,Shomyoji,Kasori E4~Shomyoji,-4540,-4235,-4387.5,,,,,,,,,,,,,,49,no,"Two building phases, with a smaller interior set of posts and a slightly larger set offset around the initial ones. Size information provided assumed to be from the larger second phase. Posthole data present, but issue of rebuild adds further complications, so posthole data omitted.",Two building phases.
P269-1018-2,18号住居跡,S269,1018,2,4.9,4.9,22.96,oval,柄鏡形敷石,Mirror,circ,2,加曽利E4式~称名寺式,加曽利E4式,称名寺式,Kasori E4,Shomyoji,Kasori E4~Shomyoji,-4540,-4235,-4387.5,P269-1018-1,,,,,,,,,,,,,49,no,"Two building phases, with a smaller interior set of posts and a slightly larger set offset around the initial ones. Size information provided assumed to be from the larger second phase. Posthole data present, but issue of rebuild adds further complications, so posthole data omitted.",Two building phases.
P269-1019-1,19号住居跡,S269,1019,1,5.5,4.1,16.18,oval,不整円形？,MainWall,4,2,勝坂1式,勝坂1式,勝坂1式,Katsuzuka 1,Katsuzuka 1,Katsuzuka 1~Katsuzuka 1,-5310,-5230,-5270,,,,,,,,,,,,,,49,no,Missing southern portion. Rebuild built directly over previous posts making measurements difficult. Posthole data omitted.,P269-1019-2 built/rebuilt directly on top of P269-1019-1
P269-1019-2,19号住居跡,S269,1019,2,5.5,4.1,16.18,oval,不整円形？,MainWall,4,2,勝坂1式,勝坂1式,勝坂1式,Katsuzuka 1,Katsuzuka 1,Katsuzuka 1~Katsuzuka 1,-5310,-5230,-5270,P269-1019-1,,,,,,,,,,,,,49,no,Missing southern portion. Rebuild built directly over previous posts making measurements difficult. Posthole data omitted.,P269-1019-2 built/rebuilt directly on top of P269-1019-1
P269-1020-1,20号住居跡,S269,1020,1,4.4,4.25,11.61,oval,円形（隅丸方形）,MainWall,4,,加曽利E1式,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,,,,,,,,,,,,,,49,yes,Missing southern portion of wall. Major axis length noted with a question mark. An additional area estimation of 13.99 was given.,
P269-1021-1,21号住居跡,S269,1021,1,uk,uk,,uk,?,uk,uk,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,49,no,Only hearth stones recovered. No walls or pits detected.,
P269-1022-1,22号住居跡,S269,1022,1,5.4,5,21.89,oval,柄鏡形敷石,Mirror,circ,n,加曽利E4式~称名寺式,加曽利E4式,称名寺式,Kasori E4,Shomyoji,Kasori E4~Shomyoji,-4540,-4235,-4387.5,,,,,,,,,,,,,,49,no,"Multiple overlapping postholes and somewhat irregular configuration, so posthole data omitted.",
P269-1023-1,23号住居跡,S269,1023,1,uk,uk,uk,uk,?,uk,uk,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,49,no,"P269-1023-1 and P269-1024-1 were identified as dwellings due to the configuraction of multiple pits. Size and shape of dwellings unknown, and unable to determine which pits are associated with which specific dwellings. Main postholes unidentified so posthole data omitted.",
P269-1024-1,24号住居跡,S269,1024,1,uk,uk,uk,uk,?,uk,uk,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,49,no,"P269-1023-1 and P269-1024-1 were identified as dwellings due to the configuraction of multiple pits. Size and shape of dwellings unknown, and unable to determine which pits are associated with which specific dwellings. Main postholes unidentified so posthole data omitted.",
P269-1025-1,25号住居跡,S269,1025,1,5.8,5,23.05,oval,六角形？,MainWall,5,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,49,yes,"Topological relationship with P269-1027-1 and P269-1032-1, but exact relationship unknown. P269-1025-1 built before P269-1152-1. Dwelling size measurements are estimations.","Topological relationship with P269-1027-1 and P269-1032-1, but exact relationship unknown. P269-1025-1 built before P269-1152-1."
P269-1026-1,26号住居跡,S269,1026,1,uk,uk,uk,oval,柄鏡形敷石,Mirror,circ,2,加曽利E4式~称名寺式,加曽利E4式,称名寺式,Kasori E4,Shomyoji,Kasori E4~Shomyoji,-4540,-4235,-4387.5,P269-1100-1,,,,,,,,,,,,,49,no,"P269-1026-1 rebuilt in same location as P269-1026-2, but the rebuild was somewhat larger. These were built after P269-1100-1. Posthole arrangement is complicated and omitted here. ","P269-1026-2 built over P269-1026-1, which were built after P269-1100-1"
P269-1026-2,26号住居跡,S269,1026,2,4,3.85,14.17,oval,柄鏡形敷石,Mirror,circ,2,加曽利E4式~称名寺式,加曽利E4式,称名寺式,Kasori E4,Shomyoji,Kasori E4~Shomyoji,-4540,-4235,-4387.5,P269-1100-1,P269-1026-1,,,,,,,,,,,,49,no,"P269-1026-1 rebuilt in same location as P269-1026-2, but the rebuild was somewhat larger. These were built after P269-1100-1. Posthole arrangement is complicated and omitted here. ","P269-1026-2 built over P269-1026-1, which were built after P269-1100-1"
P269-1027-1,27号住居跡,S269,1027,1,4.8,4.6,17.25,oval,円形？,Main,5,n?,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P269-1030-1,,,,,,,,,,,,,49,yes,"Topological relationship with P269-1016-1, P269-1025-1, and P269-1039-1 but exact relationship unknown. P269-1027-1 built after P269-1030-1. Dwelling size measurements are estimations.","Topological relationship with P269-1016-1, P269-1025-1, and P269-1039-1 but exact relationship unknown. P269-1027-1 built after P269-1030-1."
P269-1028-1,28号住居跡,S269,1028,1,uk,uk,uk,oval,円形？,Main,circ,n?,勝坂1式,勝坂1式,勝坂1式,Katsuzuka 1,Katsuzuka 1,Katsuzuka 1~Katsuzuka 1,-5310,-5230,-5270,,,,,,,,,,,,,,49,no,"Only northern portion of dwelling remains. Pithouse size measured based on remaining portion, not size at time of construction, so pithouse size data omitted. Plan appears to have multiple posts inset from wall, but due to poor preservation and less than half of the dwelling remaining, posthole data not used.",
P269-1029-1,29号住居跡,S269,1029,1,6,4.5,17.15,oval,円形？,Main,4,2,勝坂2式,勝坂2式,勝坂2式,Katsuzuka 2,Katsuzuka 2,Katsuzuka 2~Katsuzuka 2,-5230,-5100,-5165,P269-2008-1,,,,,,,,,,,,,49,no,"Only northern portion of the dwelling remains. Initial phase thought to be 4 post structure while rebuild thought to be a 6 post structure. Multiple overlapping dwellings in this location, several of which aren't documented in the reports due to their lack of remains. Some confusion regarding the postholes of the initial phase, so that posthole data omitted.","P269-1029-1 rebuilt once. P269-1029-1 built before 139, 131, and 129, and built after 796 No8."
P269-1029-2,29号住居跡,S269,1029,2,6,4.5,17.15,oval,円形？,Main,6,2,勝坂2式,勝坂2式,勝坂2式,Katsuzuka 2,Katsuzuka 2,Katsuzuka 2~Katsuzuka 2,-5230,-5100,-5165,P269-2008-1,P269-1029-1,,,,,,,,,,,,49,yes,"Only northern portion of the dwelling remains. Initial phase thought to be 4 post structure while rebuild thought to be a 6 post structure. Multiple overlapping dwellings in this location, several of which aren't documented in the reports due to their lack of remains. Some confusion regarding the postholes of the initial phase, so that posthole data omitted.","P269-1029-1 rebuilt once. P269-1029-1 built before 139, 131, and 129, and built after 796 No8."
P269-1030-1,30号住居跡,S269,1030,1,3.5,3.5,10.4,oval,隅丸方形,Main,4,n,勝坂2式,勝坂2式,勝坂2式,Katsuzuka 2,Katsuzuka 2,Katsuzuka 2~Katsuzuka 2,-5230,-5100,-5165,,,,,,,,,,,,,,49,yes,Only postholes and hearth remaining. Floor eroded on south side. P269-1027-1 built after P269-1030-1. Dwelling size measurements are estimations. ,P269-1027-1 built after P269-1030-1.
P269-1031-1,31号住居跡,S269,1031,1,uk,uk,uk,oval,円形？,Main,4,n,勝坂式,勝坂1式,勝坂3式,Katsuzuka 1,Katsuzuka 3,Katsuzuka 1~Katsuzuka 3,-5310,-4950,-5130,,,,,,,,,,,,,,49,no,"Only northern portion of the dwelling remains. Pithouse size based on remaining portion and not size at time of construction, so pithouse size omitted. Less than half of dwelling remains, so posthole data also omitted.",
P269-1032-1,32号住居跡,S269,1032,1,uk,uk,uk,oval,円形？,Main,4,n,勝坂2式,勝坂2式,勝坂2式,Katsuzuka 2,Katsuzuka 2,Katsuzuka 2~Katsuzuka 2,-5230,-5100,-5165,,,,,,,,,,,,,,49,no,"Only northern portion of the dwelling remains. Pithouse size based on remaining portion and not size at time of construction, so pithouse size omitted. Posthole arrangement is highly irregular, and as a large portion of the dwelling layout is missing, posthole data is omitted.",P269-1032-1 built before P269-1033-1
P269-1033-1,33号住居跡,S269,1033,1,uk,uk,uk,oval,隅丸方形？,Main,uk,n,勝坂2式,勝坂2式,勝坂2式,Katsuzuka 2,Katsuzuka 2,Katsuzuka 2~Katsuzuka 2,-5230,-5100,-5165,P269-1032-1,,,,,,,,,,,,,49,no,"Floor plan unclear and missing southern portion of the dwelling. Pithouse size is measured from current remains and not original size when constructed, so pithouse size omitted. Posthole arrangement unclear, and missing half of dwelling, so posthole data omitted as well.",P269-1033-1 built before 139 and after 32/
P269-1036-1,36号住居跡,S269,1036,1,3.9,3.65,11.38,oval,隅丸方形,Main,5,2,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,49,yes,"P269-1036-1 rebuilt/expanded. Only singe trace of wall structure and posthole configuration not significantly expanded, so pithouse size used for both phases.",P269-1036-1 rebuilt once.
P269-1036-2,36号住居跡,S269,1036,2,3.9,3.65,11.38,oval,隅丸方形,Main,6,2,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P269-1036-1,,,,,,,,,,,,,49,yes,"P269-1036-1 rebuilt/expanded. Only singe trace of wall structure and posthole configuration not significantly expanded, so pithouse size used for both phases.",P269-1036-1 rebuilt once.
P269-1037-1,37号住居跡,S269,1037,1,uk,uk,uk,oval,uk,uk,uk,n,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,49,no,"Poorly preserved. A series of pits were identified in a pithouse configuration, but no remains of a wall or floor remains. ",
