master_id,region,region_number,region_name,region_prefectures,site_name,site_name_dup_fix,site_name_period_mean,site_name_rom,site_occurances,site_period_occurances,location,specimin_number,sex,sex_unified,age_range,age_min,age_max,age_min_noxon,age_max_noxon,over_5_values,percentage_value_5_19,output_values_5_19,range_value_5_under,output_values_0_5,age_mean,culture_area,period,period_start,period_end,period_range,calBPmax,calBPmin,phase_start,phase_end,phase_mean_round,period_eng,period_min,period_max,period_numeric,period_min_kudo,period_max_kudo,period_min_noxon,period_max_noxon,period_min_neg_noxon,period_max_neg_noxon,period_mean_noxon,period_mean_round_noxon,burial_posture_1,burial_posture_2,cephalic_direction,burial_shape_1,burial_shape_2,burial_postition_location,upper_construction,lower_construction,burial_type,dental_equation,personal_accessories-_contents_location,grave_good_number_of,red_pigment_application_location,bone_lesions_presence_location_description,"injuries_sustained_during_life_presence,_location_description",frontal_suture,interparietal_bone_inca,right_lamboidal_sutural_ossicles,left_lamboidal_sutural_ossicles,right_zygomatic_horizontal_suture_remaining,left_zygomatic_horizontal_suture_remaining,right_supraorbital_foramen,left_supraorbital_foramen,right_condyloid_canal,left_condyloid_canal,right_hypoglossal_canal_bisects,left_hypoglossal_canal_bisects,right_parietal _foramen,left_parietal_foramen,references
8120,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,III次ー６号,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,IV次ー１号,男,M,成人,,,20,39,1,0,0,0,0,29.5,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,IV次ー２号,X,,X,,,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8123,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,IV次ー３a号,X,,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8124,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,IV次ー３b号,X,,小児,,,1,10,0.6,0.6,0.6,0.5,0.5,5.5,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,V次ー１a号,男,M,青年,,,15,29,1,0.3333333333,0.3333333333,0,0,22,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8126,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,V次ー１b号,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8127,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,V次ー２a号,男,M,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8128,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,V次ー２b号,女,F,成人,,,20,39,1,0,0,0,0,29.5,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8129,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,V次ー２c号,X,,成人,,,20,39,1,0,0,0,0,29.5,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8130,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,V次ー２d号,X,,小児,,,1,10,0.6,0.6,0.6,0.5,0.5,5.5,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,V次ー２e号,X,,幼児　１０才,10,10,10,10,1,1,1,0,0,10,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,V次ー３号,X,,小児,,,1,10,0.6,0.6,0.6,0.5,0.5,5.5,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8133,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,V次ー４号,男,M,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8134,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,VI次ー１号,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8135,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,VI次ー２号,X,,小児　６才,6,6,6,6,1,1,1,0,0,6,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,VI次ー３号,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8137,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",中峠貝塚,1中峠貝塚,1中峠貝塚-4905,Nakabyo Shellmound,39,38,,VI次ー４号,X,,小児,,,1,10,0.6,0.6,0.6,0.5,0.5,5.5,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8138,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",根郷貝塚,1根郷貝塚,1根郷貝塚-5165,Nego Shellmound,8,8,,１号,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中期　阿玉台４,Atamadai 4,Atamadai 4,Atamadai 4_Atamadai 4,5230,5100,-5230,-5100,-5165,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8139,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",根郷貝塚,1根郷貝塚,1根郷貝塚-5165,Nego Shellmound,8,8,,２号,女,F,壮年前半,,,21,30,1,0,0,0,0,25.5,第四地域（関東～中部）,中期　阿玉台４,Atamadai 4,Atamadai 4,Atamadai 4_Atamadai 4,5230,5100,-5230,-5100,-5165,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",根郷貝塚,1根郷貝塚,1根郷貝塚-5165,Nego Shellmound,8,8,,３号,男,M,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,中期　阿玉台４,Atamadai 4,Atamadai 4,Atamadai 4_Atamadai 4,5230,5100,-5230,-5100,-5165,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",根郷貝塚,1根郷貝塚,1根郷貝塚-5165,Nego Shellmound,8,8,,４号,女,F,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,中期　阿玉台４,Atamadai 4,Atamadai 4,Atamadai 4_Atamadai 4,5230,5100,-5230,-5100,-5165,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8142,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",根郷貝塚,1根郷貝塚,1根郷貝塚-5165,Nego Shellmound,8,8,,５号,女,F,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,中期　阿玉台４,Atamadai 4,Atamadai 4,Atamadai 4_Atamadai 4,5230,5100,-5230,-5100,-5165,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8143,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",根郷貝塚,1根郷貝塚,1根郷貝塚-5165,Nego Shellmound,8,8,,６号,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中期　阿玉台４,Atamadai 4,Atamadai 4,Atamadai 4_Atamadai 4,5230,5100,-5230,-5100,-5165,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8144,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",根郷貝塚,1根郷貝塚,1根郷貝塚-5290,Nego Shellmound,8,8,,７号,男,M,青年,,,15,29,1,0.3333333333,0.3333333333,0,0,22,第四地域（関東～中部）,中期　中峠,Nakabyo,Nakabyo,Nakabyo_Nakabyo,5310,5270,-5310,-5270,-5290,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8145,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",根郷貝塚,1根郷貝塚,1根郷貝塚-4905,Nego Shellmound,8,8,,８号,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中期　加曽利E１,Kasori E1,Kasori E1,Kasori E1_Kasori E1,4950,4860,-4950,-4860,-4905,#VALUE!,中期中葉(Middle-Middle),中期中葉(Middle-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-4233.333333,-4350,-4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8146,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",姥山貝塚,1姥山貝塚,1姥山貝塚-4185,Ubayama Shellmound,144,72,,型録姥山（’１１）,女,F,老年,,,50,70,1,0,0,0,0,60,第四地域（関東～中部）,中期　加曽利E～加曽利B,Kasori E1,Kasori B3,Kasori E1_Kasori B3,4950,3420,-4950,-3420,-4185,#VALUE!,中期中葉(Middle-Middle),後期中葉(Late-Middle),,X,#ERROR!,4466.666667,#ERROR!,-4466.666667,-3200,-3833.333333,-3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
